"","System","System.element","Type","Depth","Weight","LINES_OF_CODE","DUPLICATION","CODE_BREAKDOWN","CODE_BREAKDOWN.Rating","DEPLOYMENT_BREAKDOWN","DEPLOYMENT_BREAKDOWN.Rating","INTER_COMPONENT_DUPLICATION","INTER_COMPONENT_DUPLICATION.Rating","SHARED_CODE","SHARED_CODE.Rating","SHARED_DEPENDENCIES","SHARED_DEPENDENCIES.Rating","COMMUNICATION_CENTRALIZATION","COMMUNICATION_CENTRALIZATION.Rating","INTERFACE_CENTRALIZATION","INTERFACE_CENTRALIZATION.Rating","DATA_STORE_ENCAPSULATION","DATA_STORE_ENCAPSULATION.Rating","COMPONENT_COHESION","COMPONENT_COHESION.Rating","USAGE_COHESION","USAGE_COHESION.Rating","INCOMING_DEPENDENCIES","INCOMING_DEPENDENCIES.Rating","OUTGOING_DEPENDENCIES","OUTGOING_DEPENDENCIES.Rating","COMMUNICATION_COMPLEXITY","COMMUNICATION_COMPLEXITY.Rating","STATELESSNESS","STATELESSNESS.Rating","ASYNCHRONOUS_COMMUNICATION","ASYNCHRONOUS_COMMUNICATION.Rating","COMMUNICATION_BOTTLENECKS","COMMUNICATION_BOTTLENECKS.Rating","DATA_STORE_SCALABILITY","DATA_STORE_SCALABILITY.Rating","TECHNOLOGY_COHESION","TECHNOLOGY_COHESION.Rating","CBA.Rating","SOA.Rating","CLOUD_NATIVENESS.Rating","ARCHITECTURE_MAINTAINABILITY.Rating","ID","Parent.ID"
"48","opensource-angel","com.tencent.angel.ipc","CodeComponent","3L",2048,2048,1.7,2048,1.6,NA,NA,1.4,4.2,NA,NA,NA,NA,15.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,26,2.1,37,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8d5ae5b2-af07-4d77-8304-b6d0930dc177","8d5ae5b2-af07-4d77-8304-b6d0930dc177 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"49","opensource-angel","com.tencent.angel.localcluster","CodeComponent","3L",395,395,3,395,2.4,NA,NA,1.5,4.1,NA,NA,NA,NA,6.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,8,2.7,16,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73fe5dd8-e4ff-4c29-93a2-4e4f390a989e","73fe5dd8-e4ff-4c29-93a2-4e4f390a989e a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"50","opensource-angel","com.tencent.angel.master","CodeComponent","3L",2129,2129,0.3,2129,1.6,NA,NA,0.3,4.4,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,14,2.4,80,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7c70c467-1425-4ddf-a487-e48a32a052cb","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 7c70c467-1425-4ddf-a487-e48a32a052cb"
"51","opensource-angel","com.tencent.angel.master.app","CodeComponent","3L",505,505,2.8,505,2.4,NA,NA,2.8,3.9,NA,NA,NA,NA,17,2.9,NA,NA,NA,NA,NA,NA,NA,NA,62,1.4,18,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3aaef9ff-0e08-43c5-9f8a-eee92f76b7fc","3aaef9ff-0e08-43c5-9f8a-eee92f76b7fc a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"52","opensource-angel","com.tencent.angel.master.data","CodeComponent","3L",217,217,5.5,217,3.2,NA,NA,2.8,3.9,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3,6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b99db77d-27ac-4a6a-88c9-cdba4d8973df","b99db77d-27ac-4a6a-88c9-cdba4d8973df a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"53","opensource-angel","com.tencent.angel.master.deploy","CodeComponent","3L",118,118,15.3,118,3.9,NA,NA,7.6,3.1,NA,NA,NA,NA,30.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,35,1.9,2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a83ad064-b0e6-4581-bc8a-399caef824d3","a83ad064-b0e6-4581-bc8a-399caef824d3 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"54","opensource-angel","com.tencent.angel.master.deploy.local","CodeComponent","3L",224,224,2.7,224,3.2,NA,NA,2.7,3.9,NA,NA,NA,NA,22.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,8,2.7,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53497295-78f5-434c-9c36-7543a8608689","53497295-78f5-434c-9c36-7543a8608689 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"55","opensource-angel","com.tencent.angel.master.deploy.yarn","CodeComponent","3L",1187,1187,0.5,1187,2,NA,NA,0.5,4.3,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,14,2.4,52,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bd4821b0-8905-445b-9ef8-11ceb74900f9","bd4821b0-8905-445b-9ef8-11ceb74900f9 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"56","opensource-angel","com.tencent.angel.master.matrix.committer","CodeComponent","3L",260,260,5,260,3,NA,NA,5,3.4,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,4.1,14,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"519546f8-3b01-4f2c-891d-d046ee55ebce","519546f8-3b01-4f2c-891d-d046ee55ebce a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"57","opensource-angel","com.tencent.angel.master.metrics","CodeComponent","3L",254,254,0,254,3,NA,NA,0,5.5,NA,NA,NA,NA,4.7,2,NA,NA,NA,NA,NA,NA,NA,NA,6,3,4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd7d1edb-9455-414e-a7f0-b8c2e513a992","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 dd7d1edb-9455-414e-a7f0-b8c2e513a992"
"58","opensource-angel","com.tencent.angel.master.oplog","CodeComponent","3L",335,335,0,335,2.7,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,2,3.8,11,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2669eebf-3068-4fe9-98ff-59e1f985606d","2669eebf-3068-4fe9-98ff-59e1f985606d a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"59","opensource-angel","com.tencent.angel.master.ps","CodeComponent","3L",205,205,0,205,3.3,NA,NA,0,5.5,NA,NA,NA,NA,9.3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,7,2.9,12,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1e668504-1b52-4d8a-b553-01156ea58f3d","1e668504-1b52-4d8a-b553-01156ea58f3d a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"60","opensource-angel","com.tencent.angel.master.ps.attempt","CodeComponent","3L",571,571,12.8,571,2.4,NA,NA,14.2,2.4,NA,NA,NA,NA,4.9,2,NA,NA,NA,NA,NA,NA,NA,NA,19,2.3,26,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e52408a1-ae59-480f-92ad-1fe4f4f52ad3","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 e52408a1-ae59-480f-92ad-1fe4f4f52ad3"
"61","opensource-angel","com.tencent.angel.master.ps.ps","CodeComponent","3L",394,394,18.8,394,2.4,NA,NA,11.2,2.7,NA,NA,NA,NA,4.6,2,NA,NA,NA,NA,NA,NA,NA,NA,11,2.4,12,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a6e9132c-bc54-49d8-ae69-37168cabdb7f","a6e9132c-bc54-49d8-ae69-37168cabdb7f a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"62","opensource-angel","com.tencent.angel.master.psagent","CodeComponent","3L",1491,1491,22.9,1491,1.9,NA,NA,18.2,2.3,NA,NA,NA,NA,1.5,1.6,NA,NA,NA,NA,NA,NA,NA,NA,15,2.3,47,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79329a8d-4821-4d46-86b0-ebee6c87a113","79329a8d-4821-4d46-86b0-ebee6c87a113 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"63","opensource-angel","com.tencent.angel.master.psclient","CodeComponent","3L",44,44,0,44,5.5,NA,NA,0,5.5,NA,NA,NA,NA,11.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,1,4.1,6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97c2a277-fbb1-4765-aeb5-26eb6b56f222","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 97c2a277-fbb1-4765-aeb5-26eb6b56f222"
"64","opensource-angel","com.tencent.angel.master.slowcheck","CodeComponent","3L",190,190,0,190,3.3,NA,NA,0,5.5,NA,NA,NA,NA,2.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,2,3.8,19,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79c4f129-113c-4e1d-9661-b20977d00030","79c4f129-113c-4e1d-9661-b20977d00030 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"65","opensource-angel","com.tencent.angel.master.task","CodeComponent","3L",372,372,4.8,372,2.5,NA,NA,6.5,3.3,NA,NA,NA,NA,3.8,1.9,NA,NA,NA,NA,NA,NA,NA,NA,14,2.4,2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8e39e43f-e86d-440a-a56c-333d1121c6fc","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 8e39e43f-e86d-440a-a56c-333d1121c6fc"
"66","opensource-angel","com.tencent.angel.master.worker","CodeComponent","3L",383,383,0,383,2.5,NA,NA,0,5.5,NA,NA,NA,NA,2.9,1.8,NA,NA,NA,NA,NA,NA,NA,NA,6,3,16,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7510a83-654c-41b1-9536-f5bd68276569","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 c7510a83-654c-41b1-9536-f5bd68276569"
"67","opensource-angel","com.tencent.angel.master.worker.attempt","CodeComponent","3L",636,636,9.9,636,2.3,NA,NA,14.3,2.4,NA,NA,NA,NA,3.3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,23,2.2,28,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22a2cf2f-1ac5-4085-9820-3698dadb38f9","22a2cf2f-1ac5-4085-9820-3698dadb38f9 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"68","opensource-angel","com.tencent.angel.master.worker.worker","CodeComponent","3L",530,530,17.2,530,2.4,NA,NA,11.7,2.6,NA,NA,NA,NA,3.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,18,2.3,16,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e34a45d0-e3b9-4050-95f4-71fbb3f80b19","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 e34a45d0-e3b9-4050-95f4-71fbb3f80b19"
"69","opensource-angel","com.tencent.angel.master.worker.workergroup","CodeComponent","3L",474,474,16.7,474,2.4,NA,NA,9.3,2.9,NA,NA,NA,NA,3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,17,2.3,13,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f79141de-2913-4ff2-9349-9c751143f31f","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 f79141de-2913-4ff2-9349-9c751143f31f"
"70","opensource-angel","com.tencent.angel.master.workerclient","CodeComponent","3L",43,43,0,43,5.5,NA,NA,0,5.5,NA,NA,NA,NA,11.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,1,4.1,6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ff92193d-e32f-4466-a736-08d8eafaa14e","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 ff92193d-e32f-4466-a736-08d8eafaa14e"
"71","opensource-angel","com.tencent.angel.master.yarn.util","CodeComponent","3L",628,628,24.4,628,2.3,NA,NA,18.5,2.3,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,5,3.2,11,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c3762cee-e02a-4a0f-8d2f-670939c3b7a4","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 c3762cee-e02a-4a0f-8d2f-670939c3b7a4"
"72","opensource-angel","com.tencent.angel.ml.algo","CodeComponent","3L",611,611,6.5,611,2.3,NA,NA,6.5,3.2,NA,NA,NA,NA,3.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,17,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a79ae43a-3d57-4711-9416-8362e680f3b9","c6b96e02-4e3c-49d4-b9ea-0f5b48f7b8ac 0be7cbb4-6997-4bc9-8578-90eedc4651d4 a79ae43a-3d57-4711-9416-8362e680f3b9"
"73","opensource-angel","com.tencent.angel.ml.algo","CodeComponent","3L",772,772,6.2,772,2.3,NA,NA,5.2,3.4,NA,NA,NA,NA,1.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,22,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aff17a2a-8730-4f37-bfd8-6e134ead480f","aff17a2a-8730-4f37-bfd8-6e134ead480f c6b96e02-4e3c-49d4-b9ea-0f5b48f7b8ac 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"74","opensource-angel","com.tencent.angel.ml.algo.tree","CodeComponent","3L",198,198,0,198,3.3,NA,NA,0,5.5,NA,NA,NA,NA,85.4,4.9,NA,NA,NA,NA,NA,NA,NA,NA,10,2.5,1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2b34a1f2-60dd-436d-b797-93adcbe0e6a3","c6b96e02-4e3c-49d4-b9ea-0f5b48f7b8ac 0be7cbb4-6997-4bc9-8578-90eedc4651d4 2b34a1f2-60dd-436d-b797-93adcbe0e6a3"
"75","opensource-angel","com.tencent.angel.ml.feature","CodeComponent","3L",43,43,0,43,5.5,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,2,3.8,2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6e3568c3-b462-4c70-a65e-681e72e71553","6e3568c3-b462-4c70-a65e-681e72e71553 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"76","opensource-angel","com.tencent.angel.ml.lda.algo","CodeComponent","3L",387,387,25.3,387,2.5,NA,NA,12.7,2.5,NA,NA,NA,NA,20.7,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,14,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"085140a7-c3a3-45e8-9c60-0b556f378338","085140a7-c3a3-45e8-9c60-0b556f378338 c6b96e02-4e3c-49d4-b9ea-0f5b48f7b8ac 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"77","opensource-angel","com.tencent.angel.ml.lda.algo.structures","CodeComponent","3L",800,800,43.4,800,2.2,NA,NA,29.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.2,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab71f37d-461d-41c6-95b3-7dbeec06e927","c6b96e02-4e3c-49d4-b9ea-0f5b48f7b8ac 0be7cbb4-6997-4bc9-8578-90eedc4651d4 ab71f37d-461d-41c6-95b3-7dbeec06e927"
"78","opensource-angel","com.tencent.angel.ml.lda.psf","CodeComponent","3L",347,347,0,347,2.6,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,27,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dae894d0-7799-46c7-94ca-a51df00f6f19","dae894d0-7799-46c7-94ca-a51df00f6f19 c6b96e02-4e3c-49d4-b9ea-0f5b48f7b8ac 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"79","opensource-angel","com.tencent.angel.ml.math","CodeComponent","3L",95,95,0,95,4.2,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1.4,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3373f94a-80ca-49cc-bbb1-921e782f3e2c","3373f94a-80ca-49cc-bbb1-921e782f3e2c a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"80","opensource-angel","com.tencent.angel.ml.math.executor","CodeComponent","3L",23,23,0,23,5.5,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b813054c-6848-49dd-aa8c-012b760e11f4","b813054c-6848-49dd-aa8c-012b760e11f4 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"81","opensource-angel","com.tencent.angel.ml.math.matrix","CodeComponent","3L",622,622,4.5,622,2.3,NA,NA,2.3,4,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,4.1,28,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a24f5d28-2c21-4bbf-871f-442c664eec5b","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 a24f5d28-2c21-4bbf-871f-442c664eec5b"
"82","opensource-angel","com.tencent.angel.ml.math.vector","CodeComponent","3L",5695,5695,21.6,5695,1.3,NA,NA,10.9,2.7,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,47,1.7,51,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72405da9-23fe-42ca-8bd2-2a0913ae222c","72405da9-23fe-42ca-8bd2-2a0913ae222c a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"83","opensource-angel","com.tencent.angel.ml.matrix","CodeComponent","3L",392,392,0,392,2.4,NA,NA,0,5.5,NA,NA,NA,NA,3.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,31,2,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d2578e80-6151-447b-83d9-1a35ef2cca4e","d2578e80-6151-447b-83d9-1a35ef2cca4e a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"84","opensource-angel","com.tencent.angel.ml.matrix.codec","CodeComponent","3L",159,159,17,159,3.5,NA,NA,17,2.4,NA,NA,NA,NA,95.6,5.3,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66236a62-e40b-4208-85e3-435ce312217c","66236a62-e40b-4208-85e3-435ce312217c a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"85","opensource-angel","com.tencent.angel.ml.matrix.psf.aggr","CodeComponent","3L",434,434,5.3,434,2.4,NA,NA,3.5,3.7,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,66,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"edfcdfbd-662a-4ff0-a364-ea160f3b21fd","0be7cbb4-6997-4bc9-8578-90eedc4651d4 edfcdfbd-662a-4ff0-a364-ea160f3b21fd 0c784ce8-ec65-4834-ac08-e4beefb73c5f"
"86","opensource-angel","com.tencent.angel.ml.matrix.psf.aggr.enhance","CodeComponent","3L",541,541,6.5,541,2.4,NA,NA,3.7,3.7,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,35,1.9,53,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39e7f97b-22dd-42e6-ac04-6811fb31f761","39e7f97b-22dd-42e6-ac04-6811fb31f761 0be7cbb4-6997-4bc9-8578-90eedc4651d4 0c784ce8-ec65-4834-ac08-e4beefb73c5f"
"87","opensource-angel","com.tencent.angel.ml.matrix.psf.aggr.primitive","CodeComponent","3L",11,11,0,11,5.5,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b75391e7-4d60-47d7-bc3c-c4d4cb1ef3c5","b75391e7-4d60-47d7-bc3c-c4d4cb1ef3c5 0be7cbb4-6997-4bc9-8578-90eedc4651d4 0c784ce8-ec65-4834-ac08-e4beefb73c5f"
"88","opensource-angel","com.tencent.angel.ml.matrix.psf.common","CodeComponent","3L",25,25,0,25,5.5,NA,NA,0,5.5,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,7,2.9,1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dbc5a6c5-b4e7-442e-8177-3e3c08740e58","0be7cbb4-6997-4bc9-8578-90eedc4651d4 dbc5a6c5-b4e7-442e-8177-3e3c08740e58 0c784ce8-ec65-4834-ac08-e4beefb73c5f"
"89","opensource-angel","com.tencent.angel.ml.matrix.psf.get.base","CodeComponent","3L",115,115,10.4,115,4,NA,NA,10.4,2.8,NA,NA,NA,NA,15.7,2.8,NA,NA,NA,NA,NA,NA,NA,NA,84,1.4,7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86f2074c-001d-48d2-95f8-76b2407fee62","86f2074c-001d-48d2-95f8-76b2407fee62 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"90","opensource-angel","com.tencent.angel.ml.matrix.psf.get.multi","CodeComponent","3L",170,170,15.3,170,3.4,NA,NA,21.2,2.2,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,11,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e179a582-0bf1-4965-ae23-eb31c7275083","e179a582-0bf1-4965-ae23-eb31c7275083 a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"91","opensource-angel","com.tencent.angel.ml.matrix.psf.get.single","CodeComponent","3L",147,147,14.3,147,3.6,NA,NA,23.8,2.2,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,7,2.9,11,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b718bfd0-fa5e-4de4-b569-9932808655a2","a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4 b718bfd0-fa5e-4de4-b569-9932808655a2"
"92","opensource-angel","com.tencent.angel.ml.matrix.psf.update","CodeComponent","3L",904,904,31.1,904,2.2,NA,NA,10.7,2.7,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"553b5b69-cd90-421d-ad90-84c4840847ff","0be7cbb4-6997-4bc9-8578-90eedc4651d4 553b5b69-cd90-421d-ad90-84c4840847ff 0c784ce8-ec65-4834-ac08-e4beefb73c5f"
"93","opensource-angel","com.tencent.angel.ml.matrix.psf.update.enhance","CodeComponent","3L",225,225,13.3,225,3.2,NA,NA,8,3.1,NA,NA,NA,NA,13.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bed6c013-29cb-4de5-a22b-af8d167fea5a","bed6c013-29cb-4de5-a22b-af8d167fea5a a0c43fd9-c778-4e91-b41b-16d3e47add8f 0be7cbb4-6997-4bc9-8578-90eedc4651d4"
"94","opensource-angel","com.tencent.angel.ml.matrix.psf.update.enhance","CodeComponent","3L",847,847,20.5,847,2.2,NA,NA,10,2.8,NA,NA,NA,NA,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,43,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3063c016-4d26-4531-8ba6-e7d556992863","0be7cbb4-6997-4bc9-8578-90eedc4651d4 3063c016-4d26-4531-8ba6-e7d556992863 0c784ce8-ec65-4834-ac08-e4beefb73c5f"
